"","OID_","OBJECTID_1","Value","Count","Area"
"743",743,82,18,16,14400
"744",744,83,1,3355,3019500
"745",745,83,5,9151,8235900
"746",746,83,6,11775,10597500
"747",747,83,8,97,87300
"748",748,83,10,507,456300
"749",749,83,14,170,153000
"750",750,83,15,2277,2049300
"751",751,83,16,31,27900
"752",752,83,17,2083,1874700
"753",753,84,1,3355,3019500
"754",754,84,5,9151,8235900
"755",755,84,6,11775,10597500
"756",756,84,8,97,87300
"757",757,84,10,507,456300
"758",758,84,14,170,153000
"759",759,84,15,2277,2049300
"760",760,84,16,31,27900
"761",761,84,17,2083,1874700
"762",762,85,1,3355,3019500
"763",763,85,5,9151,8235900
"764",764,85,6,11775,10597500
"765",765,85,8,97,87300
"766",766,85,10,507,456300
"767",767,85,14,170,153000
"768",768,85,15,2277,2049300
"769",769,85,16,31,27900
"770",770,85,17,2083,1874700
"771",771,86,1,3355,3019500
"772",772,86,5,9151,8235900
"773",773,86,6,11775,10597500
"774",774,86,8,97,87300
"775",775,86,10,507,456300
"776",776,86,14,170,153000
"777",777,86,15,2277,2049300
"778",778,86,16,31,27900
"779",779,86,17,2083,1874700
"780",780,87,1,208,187200
"781",781,87,5,2252,2026800
"782",782,87,6,331,297900
"783",783,87,8,17,15300
"784",784,87,10,41,36900
"785",785,87,14,4243,3818700
"786",786,87,15,9308,8377200
"787",787,87,17,2049,1844100
"788",788,87,18,10987,9888300
"789",789,88,1,418,376200
"790",790,88,5,7564,6807600
"791",791,88,6,6788,6109200
"792",792,88,8,344,309600
"793",793,88,10,158,142200
"794",794,88,14,316,284400
"795",795,88,15,1400,1260000
"796",796,88,16,294,264600
"797",797,88,17,1038,934200
"798",798,88,18,11124,10011600
"799",799,89,1,3805,3424500
"800",800,89,5,10245,9220500
"801",801,89,6,7372,6634800
"802",802,89,8,60,54000
"803",803,89,10,193,173700
"804",804,89,14,1926,1733400
"805",805,89,15,4481,4032900
"806",806,89,17,1294,1164600
"807",807,89,18,62,55800
"808",808,90,1,121,108900
"809",809,90,5,6271,5643900
"810",810,90,6,4502,4051800
"811",811,90,8,133,119700
"812",812,90,10,307,276300
"813",813,90,14,218,196200
"814",814,90,15,5792,5212800
"815",815,90,16,459,413100
"816",816,90,17,9126,8213400
